reviewer,ratings,tilte,review_link,review_date_place,variant_name,variant_link,verified,review_body,helpful,review_comments
Tarun G Joy,4.0 out of 5 stars,Customer service for Sennheiser is Damn Good.,https://www.amazon.in/gp/customer-reviews/R13LG5VO4SSAR9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 16 October 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"It had stopped working after 5 months, So I went to the Sennheiser Service Center in Chakala, Mumbai to ask for Replacement. They provided me the replacement after checking the product and the Bill and I got the New one without any Unnecessary Hassle.Good Work to Sennheiser Customer Service. 5 out of 5 for them.",,0
Sreevbm,5.0 out of 5 stars,overall an all round performer,https://www.amazon.in/gp/customer-reviews/R1YWGBBXQI68SC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 23 October 2018,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,+ Very comfortable in ear for long hours and overall an all round performer. You will get great base by adjusting the equalizer setting in the player app.- The wire strength is on weak side.,,0
Amazon Customer,1.0 out of 5 stars,Build quality......... horrible.,https://www.amazon.in/gp/customer-reviews/R1OB5AMIHRW8KN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 27 July 2020,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"The sound quality is very good. Not too much bass but not too low either, which is just perfect.BUT.....the build quality is horrible. I used mine very carefully and even then sound stopped coming from one of the buds.....after just a month.There is no point in buying it if doesn't last even a month.",,0
Amazon Customer,4.0 out of 5 stars,Good product,https://www.amazon.in/gp/customer-reviews/R35IGBXKGN4PRH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 15 January 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,I am using this earphone since Oct 18. I saw many review about wire thickness but I didn't find any problem with that sound quality is good same as cx 213 overall good product. I don't know why senheiser used 6 year old model till now they should work on same pricing with good quality tongle free wire and good sound.,One person found this helpful,0
Anand Rana,5.0 out of 5 stars,Beast Eaphones,https://www.amazon.in/gp/customer-reviews/RPOA68RBTP3DV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 19 August 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Got an authentic sennheiser CX180 from amazon. Its really the best earphones in this price range. Bass is so powerful and punchy as well as sound is also very clear. I have used it on lenovo k3 note with pi music player because of its grt equalizer.,,0
koshal,3.0 out of 5 stars,Perfect earphones under 700/-,https://www.amazon.in/gp/customer-reviews/R1P0B006P0SNI2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 3 May 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Pros :-Comfortable, good sound quality, good bass, light weight, noice cancellation is best,  2 years warranty.Cons :-No mic, no inline volume buttons.Wire is not tangle free.",,0
Varun Tyagi,5.0 out of 5 stars,Excellent first impression !!,https://www.amazon.in/gp/customer-reviews/R261ZUSLQYAW2R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 19 October 2015,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Build: Headphones are very light and look soft but build is very good. Just normal care required. They are very sturdy. Won't break. Headphone also lenthy enough.Performance: Extremely good. I am able to hear all the beats and instruments clearly. Even at full volume, voice not getting distorted nor the quality is diminishing.Aesthetics: Very comfortable to wear for long period of time. Came with 2 extra pairs of earbuds.Compatibility: Compatible with phones as well as laptop.Cons: Could have had a mic but I guess at this price it would be unfair to ask both noice cancellation and mic.Verdict: If you are looking for good headphones in 700 Rs range you can choose these without any doubt.",,0
Iyshwarya,4.0 out of 5 stars,Awesome Delivery. Wonderful Product.,https://www.amazon.in/gp/customer-reviews/R12OUYS9QS48AW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 15 December 2014,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Delivery from amazon is really awesome. It was raining heavily since morning, but still i got my package delivered by evening. Awww!!!. Very happy with the service. To say about the product, awesome product for this awesome price. I got it just for 1364 bucks, which is nothing when compared to the quality of the sound and other features. The ear phone gels well with Ipod and other apple products when compared to other Android devices.",,0
Poorna@R,1.0 out of 5 stars,Satisfactory,https://www.amazon.in/gp/customer-reviews/RGTI2HQ8KZ4HZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 25 June 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Sound and bass are everything goods , but this is failure model , after 6 month's the product is damaged , the earphones are not working ( i.e jack ) ,then service center replaced my item without any issues .Finally music wise sounds good , but hardly it is 6 month's only work. Bette to go for one more model in senheiser",One person found this helpful,0
Arkaprabha Das,5.0 out of 5 stars,Sennheiser name is enough!!,https://www.amazon.in/gp/customer-reviews/R3NHRPZPZHKY8U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 16 July 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Nothing to say about it. It's(CX 180 Street II ) popularity says it all. Really great sound!!,One person found this helpful,0
Vipul Priyadarshi,5.0 out of 5 stars,Incredible customer service!,https://www.amazon.in/gp/customer-reviews/R32MSR6QHIJ2GD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 2 February 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I had bought this 1.5 years ago and there was some issue with the jack recently. I went to the service center and the guy checked the issue, asked me the bill and handed me a new box.",,0
Tawheed Sayyid,5.0 out of 5 stars,Worth the money,https://www.amazon.in/gp/customer-reviews/R38OQMXFGQI7E9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 18 March 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,The product offers 2 years of warranty. This is the biggest advantage that distinguishes from the other products. Plus the sound quality is too good. I advice anyone to buy this product. It's good quality. I suggest anyone to buy a pouch which can keep this headset protected from further damage.,,0
jitesh jain,5.0 out of 5 stars,Genuiene product,https://www.amazon.in/gp/customer-reviews/R1OJQF4MYI0EQK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 19 April 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Genuiene product recieved......genuiene seller....awesome sound output....Jbl,skullcandy and sony are fail in front of sennheiser....but product is very delicate .....i love it....product recieved on time......Thanks to amazon....",,0
Nikhil,4.0 out of 5 stars,Great fit,https://www.amazon.in/gp/customer-reviews/R2TUQX4H648TEC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 25 May 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Wow! Just wow. Haven’t used any earphones that fit in my ears better than these ones. Sound good, everything good. For me, the fit has been the biggest challenge always and these win hands down.",,0
Abhishek Prakash,5.0 out of 5 stars,Awesome flat sound,https://www.amazon.in/gp/customer-reviews/R1TO1ULTZYXVQY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 7 August 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Ordered this product after using cx-180 for three years. Must say it is better than expected but very different from cx-180. Buy it for awesome lows, don't buy it if you are looking for bass boosted sound.",,0
vivek rawat,2.0 out of 5 stars,Mic stopped working after 2 years !!,https://www.amazon.in/gp/customer-reviews/R3AW485CIZDCLL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 19 May 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,I bought it in April 2017. It worked well for the past 2 years but now recently the mic stopped working. And since the warranty period is now over I am forced to buy a new earphone. Probably will now go for a cheaper one.,,0
Suvojit Bose,5.0 out of 5 stars,Best earphone under 1000 rupees,https://www.amazon.in/gp/customer-reviews/R1XP0LFI8S26C0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 2 August 2017,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I am writing this review after you using  this incredible earphone for three years. And after 3 years it really sounds same as the new one. Build quality is really good do it doesn't seems that much stronger but it's good . has balanced bass with crystal clear ups and lows. Yesterday after 3 years of usage right one stopped working. So, I simply ordered another one it's that good .",2 people found this helpful,0
Himanshu Yadav,5.0 out of 5 stars,Washed twice with pants still working,https://www.amazon.in/gp/customer-reviews/R1XTI07XIL8UHQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 5 September 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,So I purchased it 2 years backStill it's workingWhy I m writing this review my mom washed this earphone with pants twice recently and still it's working yeahPurchase it guys it's a great and sturdy earphone,,0
ashish,1.0 out of 5 stars,Good for a shorter duration,https://www.amazon.in/gp/customer-reviews/R1B4XXF41VQ2F0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 30 January 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Initially, it was amazing but gradually it started giving additional noise and sound was not so clear. Now only right side is working while left earpiece has stopped producing any sound. Waste of money.",,0
Dev Gandhi,5.0 out of 5 stars,Review,https://www.amazon.in/gp/customer-reviews/R2QX3YHCMBVA1J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 20 April 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I keep changing earphones every 2-3 months. These are one of the best under 1k.The bass is well balanced not too much which will make othe notes inaudible and not to low. Right on the sweet spot.Wires are a bit too thin and tangles easily but doesn't matter if you keep them properly and also they are small, discreet and light weight.If you're an EDM fan these are a ""go to"" choice.",,0
Adarsh Khatri,4.0 out of 5 stars,Best combination of Sannheiser for Amazon,https://www.amazon.in/gp/customer-reviews/R3RNKTIZL5M5ZX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 19 August 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Delivery was awesome. Sometimes product comes early as shown in the order track.This product has a good combination of Bass, Treble and Sound. Although it doesn't affect your ears if you listen at full volume.And the last I am not satisfied by the product's round wire, which makes it more tangle.Overall review for Amazon is 5 & for Sannheiser is 4.5 ..",,0
Amazon Customer,3.0 out of 5 stars,"""NOT FOR BASSHEADS""",https://www.amazon.in/gp/customer-reviews/R3EQE4C1TBO3OJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 16 August 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Bass quality is normal. Not recommended for bassheads. And sometimes with different mobile phones, it can exhibit terrible ear aching levels of treble. If bass is your thing. Just go for sony extra-bass series blindly without second thought. This has good sound quality though. Noise cancellation is pretty good.",,0
Leena,4.0 out of 5 stars,need a replacement as still under warranty!,https://www.amazon.in/gp/customer-reviews/R2HLW9TAEIEUT9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 13 December 2018,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I have purchase this product on 27-09-2017, it worked wonderfully for a year and now (today 13-12-2018) from last few weeks one side, the left with the mic is not working.This product is good. Request for a replacement as it is still under warranty.",,0
Mohan,5.0 out of 5 stars,Best sound quality,https://www.amazon.in/gp/customer-reviews/R3H1R95L805UF5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 14 August 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Best sound quality with required bass and treble.. I would say the bass quality is at par with Sony and infact the voice is crystal clear than any other earphones in its class..,,0
Balram Singh,1.0 out of 5 stars,Never buy it..,https://www.amazon.in/gp/customer-reviews/R1PWVRXV0Q1WT3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 28 August 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Sound quality and bass both are good...but its not long lasting....i bought these earphones and after 1 month of purchase one side bud stopped working....i replaced but new earphone also stopped working after 3 months....so i suggest you to not buy ...these are not long lasting....,,0
Amazon Customer,3.0 out of 5 stars,Review after 2 years & 1 month,https://www.amazon.in/gp/customer-reviews/R2DR8AIOVONV3M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 9 September 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"after 2 years & 1-month left side of this earphones stopped working, but these 2 years were fine, its built quality was good. Sound is satisfying if you like light music not a fan of too much base then these earphones are also good , I definitely like this product but feeling sad that left side stopped working. looking for new.",,0
John gifton samuel,2.0 out of 5 stars,Worst Quality of Cables,https://www.amazon.in/gp/customer-reviews/R24QMZCKDSIDCR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 31 January 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,While audio quality is awesome the strength of the cables leaves a lot to be desired.This is my 3rd set of cx180 and am very sure that the cable will rupture in 2-3 months.But if you are looking for a good audio quality with awesome bass you don't have any other options that comes close to this .,One person found this helpful,0
sanskar,1.0 out of 5 stars,Badly disappointed by Amazon services,https://www.amazon.in/gp/customer-reviews/R2WMMDAJ535HD5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 27 November 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Received an old product with dust particles on it... earphones not working... have been trying to return the product since 7 days but the return pick up is not taking place... this is pathetic... first time ever that ive been dissappointed with amazon... im still struggling with the return.. its not a petty amount its 1600 rs for god’s sake,,0
BALVEENTHAR O.,5.0 out of 5 stars,Listen crystal clear sound with this Headphone (Including 2 years warranty),https://www.amazon.in/gp/customer-reviews/R520XQPBNQE9C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 31 October 2018,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,You would love this Headphone1.Listening Music for an extended hours2.Crystal clear voice for calling purpose.3.Bass effect is very clean for hearing4.Overall its a good to go headset (2 years warranty is an added advantage for value money back warranty),,0
Girish behera,5.0 out of 5 stars,2 yrs + and its working like new,https://www.amazon.in/gp/customer-reviews/R183XZI4X1C38X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 11 January 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"24 aug 2020,Long term review( writing this while listening to songs)1.best product at this price2.used it very roughly for last 2 years  but then also working in awsome manner3.using daily for 3-4 hrs4. Sound quality 5 star5.noise cancelation 4 star6.bass quality 4 star",,0
santosh kumar,5.0 out of 5 stars,Using this model for last 3 years,https://www.amazon.in/gp/customer-reviews/R1DQUYWAYUSHLP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 15 June 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Best one to get at 1500 rs budget .  I have been using  this model for last 3 years. Normally after 1 year, i faced loose connection issues . but still better as other models never lasted more than 2-3 months due to rough handling .I will recommend a strong buy on this model of headphones",,0
Ankur Anand,5.0 out of 5 stars,A good ear phone with crystal clear audio quality,https://www.amazon.in/gp/customer-reviews/R22M7G2X2IXTNT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 6 March 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Its quite good considering the price range.Sound quality is excellent.No noise.No static.An excellent bass packed in a tiny ear phone.Feels a little delicate but no issues with wires chipping or anything.Excellent choice for taking calls & meetings.,,0
Avisek Maity,5.0 out of 5 stars,Sennheiser CX-180,https://www.amazon.in/gp/customer-reviews/R2L8ZIB7L0FDRK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 25 April 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,This a class earphone from Sennheiser. Within 1k range u can't find better option than this.Pros- 1) Awesome and crisp sound quality.U can literally feel the music.2) Perfect bass for daily listening3) Ear buds really fit to the ear. They also give 2 extra ear buds of different size.4) Noise cancellationCons- 1) The wire of the earphone tangles frequently .So use it with a little care.Using this earphone for 2 years and still It is awesome like the first day.,,0
Rishabh Shetty,5.0 out of 5 stars,Good budget friendly earphones,https://www.amazon.in/gp/customer-reviews/R31ZI45VYPMK94/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 19 September 2017,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Sennheiser earphones at ₹749 is a good deal,packing of the earphones is premium just like earphones which cost more than ₹1000 all kinds of ear bud sizes included to get the perfect fit.Sound quality is good,clear and good amount of bass,sound level perfect for listening to music,watching movies. budget friendly earphones will recommend this for sure!",,0
AC,4.0 out of 5 stars,Nice headphones with mic at an affordable price,https://www.amazon.in/gp/customer-reviews/R1P1VG4J4MQRTW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 31 May 2018,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"This is my 4th sennheiser product over the years and I really like its sound quality, not exactly as the premium Sennheiser headphones which deliver a unique sound. This one is bassier. Small, extremely light weight and a microphone that works well. Although I feel its not durable due to the plasticky built but nothing happened so far.",,0
Vivek,1.0 out of 5 stars,after month of use only one ear piece will work,https://www.amazon.in/gp/customer-reviews/R2R9VW0QBB4W91/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 3 October 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,I don't know such brand product can work like thisafter using one month one earpiece stopped working and Amazon don't even assure product quality they just sent the product without even checking. no more quality product from Amazon,,0
Kps,5.0 out of 5 stars,Great,https://www.amazon.in/gp/customer-reviews/RQ7B444KZKZDE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 2 November 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,U get it under 650? Buy it without thinking.Pros :- good sound quality- very durable (I use them quite roughly)- good customer service in case neededCons :- no mic,,0
Vishalkumar R.,5.0 out of 5 stars,The name Sennheiser is enough for quality sound.,https://www.amazon.in/gp/customer-reviews/R1LQSJ8LOQCKRW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 17 November 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Guys after using cx180 two years ,, i purchased audiotechnica cor150 and that was bad design earphone & low mid sounds. I returned same day to Amazon.And now cx275!! Fitting  is good , has microphone. And finally sound is signature of sennheiser. U can blindly trust on sound of sennheiser. Bass quality is very fine.",,0
Tapas,4.0 out of 5 stars,Build Quality not good,https://www.amazon.in/gp/customer-reviews/R3UV2REGY8GYML/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 24 October 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,I have been using this since last 8 months ..Now the sound in left side is very very low as compared to that in right side .. Didn't expect this from Sennheiser .. Durability is something where Sennheiser sucks ( to be honest ) .,,0
Francis K,4.0 out of 5 stars,Good product,https://www.amazon.in/gp/customer-reviews/R1KTC53L0H9QNQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 9 October 2020,Style name: CX 80s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B083T5G5PM/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,The wire should have been 1foot longer.  All other descriptions are actual and it's a very good product.Francis K.,,0
Madhu,5.0 out of 5 stars,Great sound experience,https://www.amazon.in/gp/customer-reviews/R2KDTDY366BXRS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 23 December 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"The quality of treble was outstanding and noise cancellation beyond expectation and when it comes to bass it will show the tremendous performance, without any other choice go for it",,0
Atib Chauhan,5.0 out of 5 stars,it's awesome and genuine brand delivered 👍,https://www.amazon.in/gp/customer-reviews/R3059AZ70CSU68/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 8 January 2020,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,What rocks?Sennheiser... nothing comes even close to it...yeahhh sony & bose does better..but well... Sennheiser does best.... Not believing try it...And i have used all the previous cx series earphone and using this one...its is a piece of more worty then priced for...in this range... This is brilliant.. this is astounding...😍,,0
Sharan,5.0 out of 5 stars,The Best in this price range,https://www.amazon.in/gp/customer-reviews/R200DN13IF3QMH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 9 September 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I've been using this earphone for the past 3 months...No complaints till now.. Bass and sound quality is extremely good.. Noise cancellation is good for this price.. Wire quality is average... Feels lil cheap.. If you use earphones only for watching movies and listening to songs, then go for it.. Not good for calls since it lacks mic..Overall good earphones from sennheiser",,0
